sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
sexo_cat_1;tipo_de_emprendimiento_cat_1;idea_negocio_cat_1;barrio_cat_1;estrato_cat_1;comuna_ciudadano_cat_1;fecha_de_beneficio_cat_1;monto_del_credito_cat_1;línea_credito_cat_1
